CIN,LLPIN,Entity Status,Date of Incorporation,Paid-up Capital,PAN,GSTIN,GSTR Variance %,ITC Availed,Audited Net Income,Inventory,Accounts Receivable,EBITDA,Long-Term Debt,Cheque Bounces,NACH Returns,OD Utilization,NACH Obligation %,CMR Rank,Asset Classification,Wilful Defaulter,Capacity Utilization,Machinery Status,Promoter Experience,Contingent Liabilities,Auditor Qualifications,Shareholding Pledge,Risk Premium,Target_Decision
L82742KA2024PTC179416,AAA-4644,Active,2007-05-15,82713141,MIGSP0164A,27XFVHK6874M1Z5,3.26,14888365.38,3069845,1044198,133455685,1912450,33118187,6,5,86%,30%,7,NPA,True,80%,Dilapidated,37,1011198,Qualified,41%,3.67%,0
U63124MH2010PTC627273,AAA-6677,Struck Off,2001-12-29,10054287,UBSFC3875W,27ETDLI1463Z1Z5,1.7,1809771.66,1771894,2194373,175440007,1802724,14525850,1,1,69%,67%,5,SMA-2,False,79%,Dilapidated,9,355731,Qualified,0%,1.51%,2
U42147GJ2010PTC879248,AAA-7457,Active,2003-02-26,34954710,XFEUU0050N,27HDBBY4845Z1Z5,8.85,6291847.8,20918379,4826709,63891363,830618,42223791,0,1,45%,16%,1,Standard,False,49%,Dilapidated,36,1760890,Clean,49%,3.44%,1
L44501GJ1990PTC690662,AAA-6224,Active,1999-05-19,41204800,REQBQ2941L,27UNDOQ9900Z1Z5,2.16,7416864.0,869879,3193918,213656910,913328,63766660,3,5,105%,22%,9,NPA,True,72%,Modern,12,3985874,Qualified,1%,3.0%,0
L41775MH2019PTC936353,AAA-5407,Dormant,2011-03-04,68032957,SPHEH8086D,27HGDPO2534T1Z5,10.35,12245932.26,2809710,4673251,3985505,163589,47177169,1,1,76%,48%,4,SMA-1,False,67%,Dilapidated,4,830988,Qualified,23%,2.63%,2
L15061KA2012PTC569728,AAA-1282,Active,1999-01-26,71089814,YOWTY7018N,27DHLND6761T1Z5,11.77,12796166.52,535089,1333441,56351650,1612203,12564841,4,1,86%,10%,6,SMA-1,False,62%,Legacy,40,6378522,Clean,34%,2.42%,2
U48314KA2004PTC195407,AAA-7584,Active,2007-07-03,56911369,ULDQV8339Z,27ZDEQN8180O1Z5,6.23,10244046.42,41631725,4127146,211828205,14619645,29743403,0,0,16%,44%,1,Standard,False,49%,Legacy,20,5800420,Clean,36%,0.61%,1
U86835KA2004PTC225030,AAA-4571,Active,2008-12-02,2205873,JOTFT9868D,27NIGHE8423Z1Z5,5.85,397057.14,11804762,2887953,23892684,19775954,86071570,0,1,58%,37%,3,Standard,False,52%,Dilapidated,23,419556,Clean,6%,1.63%,1
L38795DL2019PTC993071,AAA-9244,Active,2014-09-21,40719304,JNESN0852O,27NGJSD9263C1Z5,8.44,7329474.72,4057902,3576587,30815070,500012,90212118,2,2,87%,66%,6,SMA-1,False,49%,Dilapidated,3,2353957,Qualified,21%,0.7%,2
L39124DL2001PTC945528,AAA-4304,Active,2014-04-09,12898059,QUGMH9974U,27TKGIG2284X1Z5,4.75,2321650.62,45084820,752768,288493709,5015002,52938939,0,0,40%,49%,2,Standard,False,60%,Modern,11,1135201,Clean,18%,5.39%,1
L54554KA2008PTC564714,AAA-3613,Active,2024-10-12,25414341,RDLMY8638W,27AQGVA8514M1Z5,5.52,4574581.38,4620438,1526419,221989314,468088,85569387,2,2,76%,10%,4,SMA-2,False,85%,Dilapidated,22,2090352,Qualified,29%,2.44%,2
L00212KA1995PTC959729,AAA-1538,Struck Off,2025-08-21,59822057,ENTQI2417A,27WBQOL5327E1Z5,7.95,10767970.26,4756356,1554973,110565668,223372,22346441,2,3,65%,39%,4,SMA-1,False,43%,Legacy,16,6402949,Qualified,29%,5.04%,2
L38642KA2003PTC887572,AAA-3877,Active,2001-11-05,51530056,OFQTT6491N,27ACWFA4110T1Z5,9.0,9275410.08,6039595,4024615,88601837,19218221,27579583,1,1,59%,65%,3,Standard,False,42%,Dilapidated,37,923887,Clean,8%,3.07%,1
U33932DL1992PTC044468,AAA-6164,Active,1997-12-13,21956324,UYMUK3624K,27MCEIA2040I1Z5,8.11,3952138.32,38367480,1827890,142192863,9307993,85978371,1,1,23%,41%,3,Standard,False,45%,Modern,4,2140415,Clean,30%,4.47%,1
U74080GJ2021PTC473731,AAA-8773,Active,2020-10-01,17990624,QMBNC3135E,27YNZUA7471X1Z5,1.0,3238312.32,30427474,603795,289067127,5444777,46400590,1,0,58%,35%,3,Standard,False,94%,Legacy,23,351986,Clean,36%,4.08%,1
U99908DL2020PTC893334,AAA-2745,Active,1997-11-18,7082341,OHSGG3841N,27UJAQK5690J1Z5,11.49,1274821.38,3900137,4921441,55578769,1982900,3476457,4,3,102%,29%,9,SMA-2,True,70%,Legacy,40,206297,Qualified,7%,3.97%,0
L19806MH1996PTC212246,AAA-1689,Active,2014-10-21,52722386,LUWZZ1061W,27YYJZA2208J1Z5,10.73,9490029.48,49902116,737315,224120595,6214624,99167021,0,0,55%,33%,3,Standard,False,91%,Legacy,3,6492877,Clean,12%,0.71%,1
L36667TN2022PTC824105,AAA-7000,Active,2024-01-17,42217924,YFDZG9031Z,27JQCWQ5253F1Z5,10.74,7599226.32,3101733,2420067,57958159,1823737,13233931,2,3,76%,33%,5,SMA-1,False,59%,Legacy,26,4249330,Clean,14%,3.44%,2
U47746DL2000PTC756105,AAA-7531,Active,2009-08-16,78865838,PZZNR1519Z,27KCHMP7707X1Z5,2.41,14195850.84,934099,1044851,228674181,1929081,74034712,1,2,79%,64%,7,SMA-1,False,66%,Legacy,39,10959372,Clean,12%,2.23%,2
U08319TN2001PTC183614,AAA-7359,Dormant,2018-06-21,57618394,VQMKK9482K,27SCOOL0606A1Z5,1.23,10371310.92,1824137,1761137,209968759,10546161,61437093,1,0,51%,69%,3,Standard,False,49%,Modern,36,2014661,Clean,35%,5.37%,1
L39078GJ2020PTC417412,AAA-7327,Active,2005-03-13,25604943,EXVFY0598L,27JOUSI6636G1Z5,3.78,4608889.74,3246548,4925832,48375900,631749,1643386,4,5,90%,73%,9,NPA,False,76%,Legacy,21,37056,Adverse,1%,1.94%,0
U37519KA2003PTC861418,AAA-3927,Active,2010-04-23,9701279,ROGZF4547O,27PPEBD6648M1Z5,2.15,1746230.22,4377219,2396738,11239125,263756,98175210,4,1,80%,59%,5,SMA-2,False,76%,Legacy,5,966441,Qualified,23%,0.67%,2
L97575KA1998PTC905879,AAA-6119,Active,2019-12-08,43268540,LFFYX4968M,27QALFR5183V1Z5,5.95,7788337.2,517277,1155398,245075965,332223,99539749,8,2,105%,27%,8,NPA,False,94%,Legacy,30,2725008,Qualified,25%,0.69%,0
U81691DL2000PTC793833,AAA-7353,Active,2006-02-09,21459086,YXBYC5049Y,27EWNUX2241E1Z5,5.04,3862635.48,3124109,4538584,78223957,1071556,34076621,4,3,70%,66%,6,SMA-2,False,47%,Legacy,16,126779,Qualified,40%,4.72%,2
U65220MH1993PTC210714,AAA-6666,Active,2011-06-26,26076969,YRURR5894G,27JNADF6457U1Z5,9.67,4693854.42,3387126,1850155,71707507,1628108,24929179,3,1,87%,36%,5,SMA-1,False,81%,Legacy,7,452139,Clean,41%,1.62%,2
L42711KA2006PTC184441,AAA-8778,Active,2018-06-14,11219432,UXVQU1165G,27TKDQW9212R1Z5,0.87,2019497.76,27571694,383069,60704538,10607926,18580633,8,2,108%,18%,10,NPA,False,42%,Modern,15,1818031,Qualified,45%,3.44%,0
L65679KA2019PTC919819,AAA-6187,Active,1998-10-08,76922155,LUIDC9508N,27TSYXE8309K1Z5,5.26,13845987.9,2633488,4754737,70951711,635936,65683885,2,3,69%,65%,5,SMA-2,False,52%,Dilapidated,38,7436325,Qualified,23%,4.03%,2
U69076MH1998PTC512508,AAA-3727,Active,2001-05-29,87736576,ELBVC3094W,27CAJBY8567J1Z5,11.51,15792583.68,1729407,14780,123446088,185744,42100629,2,1,62%,70%,5,SMA-2,False,93%,Legacy,23,185566,Clean,40%,2.56%,2
U81664MH2008PTC696334,AAA-8019,Active,2009-02-08,16125350,EXOLT7525K,27GLIWM9340N1Z5,9.86,2902563.0,1905147,4835708,32216393,800703,66977874,6,5,104%,41%,7,NPA,False,90%,Modern,36,2995305,Adverse,1%,2.1%,0
U78529DL2008PTC439863,AAA-2528,Active,2025-08-12,10101096,RSHPW5360S,27CCLPB7036B1Z5,2.04,1818197.28,1607454,165264,33781766,1703044,75066617,8,5,97%,64%,9,NPA,False,58%,Legacy,25,955076,Qualified,35%,4.47%,0
U14007KA1990PTC840854,AAA-8674,Active,2006-09-01,73167922,BDIGH2668O,27LZFCE1234P1Z5,11.38,13170225.96,4881036,4393953,249867681,78831,15283536,3,5,107%,47%,7,NPA,False,71%,Legacy,35,6918118,Qualified,18%,2.64%,0
U35978TN2016PTC969906,AAA-4508,Active,2010-10-19,71300327,THCTN6676Z,27QILAS4824O1Z5,9.89,12834058.86,26982817,2094,72823727,4550346,7990078,1,0,18%,61%,1,Standard,False,54%,Modern,12,4360115,Clean,36%,1.54%,1
U02607TN1998PTC588345,AAA-6219,Active,2012-05-10,11374808,AAJZH2185W,27WGOZK7262C1Z5,7.06,2047465.44,2205318,2915554,11503215,867003,67110452,7,2,93%,43%,10,SMA-2,False,59%,Legacy,36,2084167,Adverse,34%,1.02%,0
L93899MH2019PTC869335,AAA-5649,Active,2023-09-22,78945980,PDJYQ9944N,27XMKPV8770G1Z5,7.73,14210276.4,32725871,1922605,5159760,1991394,93683003,1,0,39%,75%,3,Standard,False,70%,Legacy,12,265366,Clean,9%,1.61%,1
U82143DL1992PTC692976,AAA-3581,Active,2023-08-14,83960312,MUTOG6013F,27TMKII7494Z1Z5,7.08,15112856.16,4841424,3940104,67089265,1390270,8639273,5,5,87%,45%,10,SMA-2,False,48%,Legacy,14,11695359,Adverse,21%,4.08%,0
U42590KA1995PTC450119,AAA-9626,Active,2001-04-02,13493712,JBUMX4180U,27KAADL5990M1Z5,5.84,2428868.16,27008241,2848846,9395469,15426992,54711673,1,1,54%,40%,1,Standard,False,89%,Legacy,21,2262493,Clean,34%,2.48%,1
U51022GJ1992PTC858276,AAA-9178,Dormant,2003-05-23,30091910,PNEBI7911V,27EQGOK0481G1Z5,4.46,5416543.8,2299614,1248891,141030755,169033,74505803,5,5,91%,65%,10,SMA-2,True,53%,Legacy,24,5710702,Adverse,36%,2.31%,0
U86631KA1994PTC338832,AAA-1222,Active,2014-02-15,2020298,HZKTY6632U,27UQGAV0369L1Z5,5.43,363653.64,828543,157708,176638534,947365,88377979,6,4,86%,59%,7,NPA,False,60%,Modern,39,392890,Qualified,16%,4.97%,0
U24366KA1999PTC782341,AAA-5661,Active,2007-09-20,35668504,RPKOP2956N,27SBBRU5910D1Z5,4.05,6420330.72,396530,4784251,9010832,1016985,49360249,1,2,82%,55%,4,SMA-2,False,44%,Modern,20,2658331,Clean,27%,4.27%,2
U34224KA2001PTC367184,AAA-5648,Active,2014-05-05,65272622,SRVWW5667V,27RVYZX6438E1Z5,1.95,11749071.96,4724720,4479441,401143672,1831490,38261244,2,2,73%,57%,5,SMA-1,False,83%,Modern,30,7396700,Qualified,47%,5.05%,2
L69323TN2021PTC133014,AAA-6848,Active,2019-09-21,3236390,JRJIB0028N,27LDFUG0797I1Z5,8.57,582550.2,31560932,995516,18508821,15050528,57940065,1,1,25%,59%,2,Standard,False,75%,Legacy,40,566133,Clean,50%,4.0%,1
U50465KA1990PTC111769,AAA-4486,Active,1997-03-04,20378238,EQHCO4362M,27PMSSK2387C1Z5,5.82,3668082.84,27952935,1226836,60174380,8686616,86241613,1,0,52%,23%,1,Standard,False,94%,Legacy,39,664024,Clean,37%,3.52%,1
L41824MH2006PTC755923,AAA-1395,Active,2000-08-14,50344521,UAGMA6836A,27OWNXA7884X1Z5,6.23,9062013.78,44575125,1180007,163237540,14801864,61070367,0,1,31%,74%,3,Standard,False,91%,Legacy,20,3182422,Clean,36%,1.52%,1
U94768DL2007PTC647440,AAA-7703,Struck Off,2016-09-03,31269775,PRGYY2996R,27WPXQK0240Z1Z5,11.85,5628559.5,32016519,3616552,48323633,4249038,91799348,8,2,94%,51%,8,NPA,True,73%,Legacy,27,1776887,Adverse,34%,1.0%,0
U97056TN2020PTC147894,AAA-5801,Active,2018-02-09,15867909,NEWWU2061V,27BWECK8337P1Z5,11.78,2856223.62,3616896,3182621,11367548,229368,33806499,4,2,77%,13%,6,SMA-1,False,40%,Dilapidated,39,2274176,Qualified,35%,2.44%,2
L09989MH1999PTC351769,AAA-4631,Active,2008-02-18,64610416,SSIDT1310J,27EVBTA7265A1Z5,5.42,11629874.88,15227833,1710779,205628258,17713061,63214440,1,0,55%,46%,1,Standard,False,63%,Modern,38,5412807,Clean,17%,4.96%,1
U88259GJ2017PTC809181,AAA-5048,Active,2004-10-24,2479042,ESSNZ2428P,27PTHMT9743U1Z5,10.11,446227.56,3780754,3183678,214390671,1329142,73309096,4,5,87%,52%,7,SMA-2,False,92%,Legacy,29,36239,Adverse,34%,3.49%,0
U84881DL1999PTC214915,AAA-9959,Active,2019-04-22,70326292,TOWJH6798B,27XUKNT2351B1Z5,8.32,12658732.56,4040543,1025913,197131013,574342,44396168,7,3,108%,73%,7,NPA,True,51%,Dilapidated,13,9426582,Adverse,22%,3.11%,0
L74877KA2014PTC920693,AAA-1166,Active,2011-02-08,30218174,MVYTP8121R,27KMRON8137F1Z5,1.95,5439271.32,39328337,4919343,55369227,1556568,15871284,0,0,37%,25%,1,Standard,False,88%,Legacy,26,4465735,Clean,5%,3.16%,1
L72844TN2017PTC451791,AAA-4477,Active,2003-07-31,27337167,XGLFA8739Q,27MDAEV0201T1Z5,11.71,4920690.06,4188699,4321618,122621005,483543,48657826,2,1,71%,61%,7,SMA-1,False,88%,Dilapidated,4,24572,Clean,30%,0.84%,2
L60226GJ2023PTC613901,AAA-8545,Active,1999-07-03,48358835,KNOOK1643C,27YLUOQ8027J1Z5,0.18,8704590.3,1204723,3784316,270946064,1221318,60020527,4,1,79%,46%,6,SMA-2,False,86%,Legacy,29,3218880,Clean,15%,5.19%,2
U02319TN2018PTC659422,AAA-1350,Dormant,2023-07-31,19850491,ULDIM4492J,27WEQOK2025Y1Z5,8.55,3573088.38,48995123,3359017,312839182,12717249,80273000,1,1,30%,69%,1,Standard,False,81%,Modern,22,35553,Clean,19%,5.27%,1
L29706KA2002PTC592222,AAA-3368,Active,2019-04-16,14755228,RXEOL1126O,27YGLCB1450I1Z5,8.11,2655941.04,1089305,4291414,261678414,458849,74808372,2,3,82%,66%,5,SMA-2,False,75%,Dilapidated,4,1751546,Qualified,26%,3.83%,2
L01535DL2020PTC557932,AAA-7357,Active,2005-01-01,2549534,QXDSH1034Z,27RQZHK0591R1Z5,1.77,458916.12,18002596,2520327,33709603,13495426,33653186,1,0,47%,32%,3,Standard,False,69%,Legacy,11,154104,Clean,2%,2.68%,1
L58126KA2009PTC764337,AAA-7122,Dormant,2019-01-02,12141305,TRUBU5360F,27MQRIH7676R1Z5,7.08,2185434.9,1290919,2109167,3796426,1751729,31914892,2,3,83%,66%,5,SMA-2,False,65%,Legacy,28,1688636,Clean,11%,3.43%,2
U64000MH1993PTC841491,AAA-5320,Dormant,2007-10-31,16923939,JEACA2750V,27FMTWE6366O1Z5,2.43,3046309.02,20112432,3728820,233266573,13032187,41048712,0,0,30%,75%,2,Standard,False,83%,Modern,24,1226379,Clean,40%,0.51%,1
U36932KA1993PTC705132,AAA-7221,Active,2011-11-17,29147731,IFMFV9097R,27TASNL6785W1Z5,4.95,5246591.58,1457400,3330450,279445843,1222403,18288370,4,1,70%,50%,6,SMA-1,False,78%,Dilapidated,36,2459385,Clean,49%,3.71%,2
U66029MH2003PTC831312,AAA-4124,Struck Off,2000-09-27,83274602,HEEMD7994H,27EVULT9761U1Z5,7.59,14989428.36,18814624,3187297,321905282,10059343,31632456,0,1,10%,55%,3,Standard,False,82%,Legacy,29,4748376,Clean,48%,0.56%,1
U78659KA2005PTC992271,AAA-7417,Active,2014-02-13,15004695,KRCAU2250R,27YMXUQ6432N1Z5,0.31,2700845.1,518240,1694141,163616205,945989,54577435,2,2,77%,41%,5,SMA-2,False,46%,Dilapidated,20,53432,Qualified,31%,0.57%,2
U63734DL2009PTC263011,AAA-9203,Struck Off,1996-04-18,47903142,THDGJ1209O,27FGDKX4594V1Z5,7.31,8622565.56,39083384,4955858,242511911,13862213,68260516,0,1,51%,43%,2,Standard,False,91%,Dilapidated,8,5993247,Clean,1%,1.43%,1
U29619MH2019PTC356735,AAA-6295,Active,2013-08-08,60367352,NKIIZ5080A,27PLQCY0038Z1Z5,5.55,10866123.36,7832595,3422700,14796524,18674990,13833486,1,1,21%,60%,3,Standard,False,93%,Dilapidated,35,12039044,Clean,4%,2.66%,1
L56681GJ1993PTC835035,AAA-2209,Active,2011-05-30,27309326,ZNASQ3397A,27EUPBG1339P1Z5,8.08,4915678.68,32554847,1386805,359136307,11700995,81132815,1,0,57%,33%,1,Standard,False,89%,Legacy,14,1040780,Clean,3%,4.03%,1
U46058DL2007PTC097038,AAA-6781,Active,2004-04-19,70089609,YEEVW5266L,27JMRON2027Z1Z5,0.79,12616129.62,3919733,2614037,225997323,1990194,6108814,1,1,60%,60%,6,SMA-2,False,57%,Legacy,16,2646006,Qualified,27%,2.72%,2
U90302GJ1992PTC971961,AAA-8283,Active,2022-08-01,47541639,TQTEJ0153D,27VCLGU9457S1Z5,3.69,8557495.02,26774396,516523,63468004,18151108,93772155,1,0,59%,15%,3,Standard,False,52%,Legacy,13,3457764,Clean,40%,3.37%,1
L62001MH2011PTC860991,AAA-5973,Active,2016-02-15,42988955,YNUYS3931H,27EACTT7326B1Z5,8.65,7738011.9,1642472,1600852,253096122,259965,77865453,1,1,67%,23%,5,SMA-1,False,95%,Modern,29,6486267,Qualified,24%,3.03%,2
L79242GJ2001PTC645411,AAA-6969,Active,2007-10-27,7291219,WKNOB0374V,27UKKVN0842U1Z5,0.78,1312419.42,4683757,2448131,72180073,690646,90698086,1,3,66%,38%,7,SMA-1,False,68%,Dilapidated,35,675483,Qualified,44%,2.52%,2
U63045GJ1995PTC942140,AAA-6060,Active,1998-02-12,32988096,MRTTF6504Z,27NVQBR6692P1Z5,3.99,5937857.28,23754357,695949,114313386,2693125,6611171,0,0,50%,39%,2,Standard,False,47%,Legacy,20,3273501,Clean,38%,3.55%,1
U16211GJ2011PTC461277,AAA-8182,Active,2024-12-23,39261007,XVRVP2995S,27BEAGL8001F1Z5,5.54,7066981.26,439621,1905566,107185330,381037,28686823,3,2,60%,68%,6,SMA-2,False,57%,Legacy,34,147311,Clean,13%,5.43%,2
U51467MH1991PTC309464,AAA-4534,Struck Off,2022-12-19,10894257,WSLSQ1853D,27TJGQY4767W1Z5,11.39,1960966.26,531922,4225302,276963089,1465191,23298713,7,4,101%,39%,10,NPA,True,47%,Modern,10,1737673,Adverse,15%,4.51%,0
U37952MH1995PTC599752,AAA-3444,Active,2016-01-19,21906115,TPSHJ0611E,27VOBBE9373A1Z5,5.11,3943100.7,2335942,3934214,69744177,1529283,51121176,1,1,74%,32%,4,SMA-2,False,40%,Legacy,34,1717433,Clean,20%,4.2%,2
L87595TN2017PTC119228,AAA-3944,Active,2012-11-02,8354286,IJLLA4998V,27BVNPG5464P1Z5,10.79,1503771.48,3059559,1483443,215725876,268420,9485505,6,4,104%,25%,7,SMA-2,True,72%,Dilapidated,19,1640959,Qualified,22%,5.06%,0
L48227TN2012PTC990297,AAA-7832,Active,2006-09-20,87292819,UMLKU3721X,27SKZXJ6153Y1Z5,9.28,15712707.42,17463454,1508407,85654369,1590511,50551378,1,1,48%,50%,3,Standard,False,55%,Modern,15,13147401,Clean,12%,3.47%,1
U09719KA2020PTC192647,AAA-1242,Active,2007-03-10,43622314,KZKJQ6427L,27PZFES4797W1Z5,5.39,7852016.52,38452251,3087959,25902529,17498563,95359210,0,1,42%,53%,2,Standard,False,62%,Legacy,40,450138,Clean,5%,5.47%,1
U61858TN2002PTC446901,AAA-5939,Active,2010-12-28,32515288,QZCYL6421Y,27DOSKK1119D1Z5,0.97,5852751.84,1827388,1280476,71814099,1989347,69585943,2,2,78%,51%,5,SMA-1,False,40%,Dilapidated,36,3634165,Clean,48%,4.18%,2
L87281TN2020PTC002056,AAA-5855,Active,2003-01-20,14484353,JERAT9715M,27MLDPP3904J1Z5,11.81,2607183.54,2321793,267557,34556847,617330,7169823,3,2,78%,21%,7,SMA-1,False,88%,Modern,17,1345209,Qualified,27%,2.74%,2
L22388GJ2009PTC931715,AAA-3171,Active,2022-07-31,60150474,IKROC3482J,27NCSPQ1122P1Z5,7.24,10827085.32,2166427,1982170,102739387,1018830,35487442,5,4,90%,53%,8,NPA,True,62%,Dilapidated,39,2371581,Adverse,1%,4.45%,0
U95959DL2013PTC665890,AAA-5497,Struck Off,1999-11-06,56268805,BKTDO0154Q,27MLDKM6321Z1Z5,7.78,10128384.9,17933159,3658694,44898340,1645684,85859504,0,1,16%,13%,2,Standard,False,77%,Modern,26,8576457,Clean,29%,4.97%,1
U95301DL1993PTC329085,AAA-9632,Active,2007-10-29,65401063,BLDSR0499Q,27AUGWG8580S1Z5,2.26,11772191.34,3225345,2520583,322856814,888806,17102919,4,1,71%,35%,4,SMA-2,False,86%,Dilapidated,32,9712350,Clean,31%,4.1%,2
L91759TN2005PTC923804,AAA-1666,Active,2023-08-10,30461750,GQDHK5865U,27HCGPT6748B1Z5,2.11,5483115.0,4183623,4939411,82537828,971429,78077719,4,2,88%,72%,4,SMA-1,False,93%,Dilapidated,19,1293505,Clean,40%,4.66%,2
U00525KA2011PTC609574,AAA-9129,Struck Off,2015-08-05,16311671,JZTJN4024O,27WWWOX0029L1Z5,6.67,2936100.78,44520553,3343583,247948536,6557097,98863614,6,2,102%,23%,7,SMA-2,True,85%,Legacy,31,2959655,Qualified,15%,4.58%,0
U00293TN2013PTC944528,AAA-4242,Active,2023-05-28,4123333,YHPNF0095J,27BVLST5555C1Z5,0.0,742199.94,11551383,130793,422984720,1109465,41725400,0,0,60%,73%,1,Standard,False,53%,Modern,34,673643,Clean,22%,3.65%,1
U48113GJ2018PTC105153,AAA-8763,Active,2011-06-27,2934431,IQRNL4110T,27RVMEL1534P1Z5,8.95,528197.58,15588754,3899546,14674166,10822808,92321284,1,0,57%,70%,1,Standard,False,91%,Legacy,26,460503,Clean,44%,3.7%,1
U55238TN2007PTC664886,AAA-5483,Active,2012-07-09,4470402,CEMOK1275P,27LRRIA5772K1Z5,3.26,804672.36,7363484,892050,203384500,7979225,88910490,1,1,46%,61%,1,Standard,False,61%,Modern,22,514725,Clean,21%,2.66%,1
U90214DL2021PTC532534,AAA-2584,Struck Off,2010-05-18,37741621,DWBWR1329M,27JCOVJ1550W1Z5,7.63,6793491.78,11652198,1840827,17268537,12824397,8173271,1,1,24%,26%,2,Standard,False,74%,Legacy,38,28261,Clean,21%,3.72%,1
L87007DL2021PTC673248,AAA-7129,Active,1997-10-09,33636196,HGLQD2565J,27JKYLU8380P1Z5,6.33,6054515.28,13767548,2432338,15121078,11936186,25142350,1,0,52%,43%,3,Standard,False,45%,Dilapidated,18,4056426,Clean,2%,1.85%,1
L72004KA2015PTC214220,AAA-7933,Active,2016-08-15,53983747,WXEBV5702U,27YXYZZ0237N1Z5,5.29,9717074.46,23414713,758327,386190603,9977201,40461927,0,1,57%,28%,2,Standard,False,72%,Dilapidated,17,959732,Clean,34%,4.07%,1
L90926GJ2014PTC748332,AAA-4555,Active,2012-09-03,57240183,NMZCL9010Q,27UWCZK8784M1Z5,6.45,10303232.94,11926919,4300565,194590933,12794548,79400175,1,0,59%,55%,2,Standard,False,40%,Dilapidated,37,9559604,Clean,35%,2.25%,1
U06195GJ2015PTC581701,AAA-7656,Active,2018-01-05,26204138,LJODR0985E,27CJICF9658Z1Z5,3.14,4716744.84,4695055,776574,7817421,1991304,73351069,1,2,69%,34%,5,SMA-2,False,93%,Dilapidated,13,225310,Clean,50%,2.95%,2
L06802GJ2014PTC457635,AAA-6375,Active,2023-11-18,8548393,LNWIL4916V,27MHXBR8003A1Z5,9.28,1538710.74,9299674,4045633,87474603,4423103,49685606,4,5,104%,40%,10,SMA-2,True,74%,Modern,12,1477261,Adverse,0%,3.33%,0
U61661MH1990PTC872709,AAA-4725,Active,2001-07-05,80825411,BLSJY2439R,27ATFAL6686A1Z5,7.86,14548573.98,2082705,1863350,45300791,688253,94088433,6,3,93%,27%,8,NPA,False,95%,Modern,12,54525,Adverse,30%,4.16%,0
L03577DL2009PTC081405,AAA-5672,Active,2012-12-20,74992661,NNRPG4509P,27LMBZT6082V1Z5,11.02,13498678.98,4879821,2821041,257089039,693020,31616014,3,1,75%,12%,5,SMA-2,False,94%,Legacy,23,13406306,Qualified,49%,4.09%,2
U90672MH1994PTC743463,AAA-6196,Struck Off,1996-11-07,61749467,MKPMB3048E,27CURNE3186E1Z5,6.83,11114904.06,4540864,1861857,25827178,495973,78793332,4,2,102%,46%,10,NPA,False,65%,Modern,37,301606,Adverse,16%,3.87%,0
U44114MH2000PTC687136,AAA-5321,Active,2013-02-25,53555739,TEJDC8481W,27OBHDT2299L1Z5,0.48,9640033.02,42311333,1761280,174260287,1317284,92375595,0,0,55%,13%,1,Standard,False,90%,Dilapidated,10,1316304,Clean,6%,4.32%,1
L32709TN2001PTC166612,AAA-1018,Active,2020-03-10,65536568,OZAPP3929D,27IRERF8145C1Z5,4.54,11796582.24,25919177,206091,12172321,2609321,48055363,1,0,48%,33%,1,Standard,False,49%,Dilapidated,24,2723601,Clean,45%,3.98%,1
L31095KA2023PTC599683,AAA-3952,Active,2022-08-02,61109164,JFEVI1967A,27SEBER3934I1Z5,5.26,10999649.52,4488348,1636847,231452860,212805,46746807,6,2,93%,34%,8,NPA,True,49%,Dilapidated,13,6630093,Qualified,18%,1.22%,0
L75120MH2011PTC388454,AAA-6253,Active,2011-07-06,72652743,AEZUW9789H,27MOMUB5050F1Z5,8.2,13077493.74,3331860,1507061,56389485,1131663,54321801,1,1,88%,43%,7,SMA-1,False,82%,Dilapidated,22,14009881,Qualified,15%,0.77%,2
U76543GJ2015PTC843338,AAA-8694,Active,1998-12-09,49286257,MJWNP4266C,27PULWC1336T1Z5,1.43,8871526.26,14618301,3054547,190482693,11910193,91113209,0,0,27%,70%,1,Standard,False,66%,Dilapidated,23,7747616,Clean,41%,2.97%,1
U04998GJ2001PTC697861,AAA-6823,Active,2018-07-10,25107393,PLLVD6367X,27WEFRK3722T1Z5,7.97,4519330.74,42274882,4032178,179283655,19436824,58369540,0,0,40%,54%,2,Standard,False,51%,Legacy,7,4306402,Clean,45%,1.96%,1
L76745TN1997PTC605505,AAA-2169,Active,2017-08-02,49395788,JMMCX7613Y,27LEVJZ9556W1Z5,8.01,8891241.84,584289,1014160,333385612,1761346,16136908,1,2,65%,72%,4,SMA-2,False,74%,Dilapidated,35,672834,Qualified,40%,0.84%,2
L27780MH2013PTC001275,AAA-3911,Active,2011-02-04,63958898,NRJGB3592F,27YOTJH8267F1Z5,11.09,11512601.64,4171197,1784472,194057270,1460488,88813889,1,1,82%,27%,5,SMA-2,False,45%,Legacy,14,1337968,Qualified,14%,4.02%,2
U94580KA2009PTC001329,AAA-2510,Dormant,2007-09-30,8485741,YMDRX4332I,27MYADP0586F1Z5,6.56,1527433.38,3194529,3974169,103584937,9079714,55640988,1,0,51%,62%,2,Standard,False,86%,Modern,10,310656,Clean,12%,0.73%,1
L03465KA1996PTC130288,AAA-1868,Active,2024-02-26,9829287,HDMXP0916K,27PJNNJ2250P1Z5,3.29,1769271.66,1751358,34313,101277561,542570,42249504,4,2,86%,15%,6,SMA-2,False,86%,Legacy,32,404537,Clean,43%,2.76%,2
